AREA_NAME,Crime_Type,Total_Count
Steeles,BREAKENTER,2172.15132913
Steeles,HOMICIDE,0
Steeles,ROBBERY,402.88377381
Steeles,SHOOTING,34.143279076
Steeles,THEFTFROMMV,1452.24638204
Steeles,THEFTOVER,147.311478863
Stonegate-Queensway,ASSAULT,4651.5415345
Stonegate-Queensway,AUTOTHEFT,2867.57389817
Stonegate-Queensway,BIKETHEFT,522.18369469
Stonegate-Queensway,BREAKENTER,2541.9285127
Stonegate-Queensway,HOMICIDE,14.273252725
Stonegate-Queensway,ROBBERY,941.67912103
Stonegate-Queensway,SHOOTING,43.666760922
Stonegate-Queensway,THEFTFROMMV,3617.9160957
Stonegate-Queensway,THEFTOVER,337.5699091
Tam O'Shanter-Sullivan,ASSAULT,5288.4116821
Tam O'Shanter-Sullivan,AUTOTHEFT,1837.93915955
Tam O'Shanter-Sullivan,BIKETHEFT,296.940010783
Tam O'Shanter-Sullivan,BREAKENTER,2356.88811102
Tam O'Shanter-Sullivan,HOMICIDE,26.785473347
Tam O'Shanter-Sullivan,ROBBERY,1105.76319113
Tam O'Shanter-Sullivan,SHOOTING,111.794405693
Tam O'Shanter-Sullivan,THEFTFROMMV,2888.476382
Tam O'Shanter-Sullivan,THEFTOVER,229.57459831
Taylor-Massey,ASSAULT,8159.1418456
Taylor-Massey,AUTOTHEFT,947.83283042
Taylor-Massey,BIKETHEFT,811.38899458
Taylor-Massey,BREAKENTER,2629.20183564
Taylor-Massey,HOMICIDE,35.970314503
Taylor-Massey,ROBBERY,1488.19000999
Taylor-Massey,SHOOTING,129.202641006
Taylor-Massey,THEFTFROMMV,3073.7799469
Taylor-Massey,THEFTOVER,330.30795193
The Beaches,ASSAULT,5388.3097228999995
The Beaches,AUTOTHEFT,1453.22457698
The Beaches,BIKETHEFT,2067.42225695
The Beaches,BREAKENTER,2633.9398194
The Beaches,HOMICIDE,5.329566479
The Beaches,ROBBERY,991.56968115
The Beaches,SHOOTING,10.766931534
The Beaches,THEFTFROMMV,3573.8296409
The Beaches,THEFTOVER,427.82419491
Thistletown-Beaumond Heights,ASSAULT,6178.0519408
Thistletown-Beaumond Heights,AUTOTHEFT,3657.66450499
Thistletown-Beaumond Heights,BIKETHEFT,169.026167869
Thistletown-Beaumond Heights,BREAKENTER,1831.37417609
Thistletown-Beaumond Heights,HOMICIDE,31.514417651000002
Thistletown-Beaumond Heights,ROBBERY,1569.25915516
Thistletown-Beaumond Heights,SHOOTING,178.691113467
Thistletown-Beaumond Heights,THEFTFROMMV,4034.4166218
Thistletown-Beaumond Heights,THEFTOVER,398.70257473
Thorncliffe Park,ASSAULT,5858.5813904
Thorncliffe Park,AUTOTHEFT,1054.42935563
Thorncliffe Park,BIKETHEFT,604.94116756
Thorncliffe Park,BREAKENTER,1853.73242198
Thorncliffe Park,HOMICIDE,62.062356948
Thorncliffe Park,ROBBERY,657.7683868299999
Thorncliffe Park,SHOOTING,192.948793408
Thorncliffe Park,THEFTFROMMV,1712.67361718
Thorncliffe Park,THEFTOVER,368.69047546
Trinity-Bellwoods,ASSAULT,8399.2052612
Trinity-Bellwoods,AUTOTHEFT,1427.13008098
Trinity-Bellwoods,BIKETHEFT,3590.2181415
Trinity-Bellwoods,BREAKENTER,4659.2782593
Trinity-Bellwoods,HOMICIDE,13.626451969
Trinity-Bellwoods,ROBBERY,1426.87364191
Trinity-Bellwoods,SHOOTING,88.316450599
Trinity-Bellwoods,THEFTFROMMV,3743.760447
Trinity-Bellwoods,THEFTOVER,466.14807511
University,ASSAULT,18291.891477999998
University,AUTOTHEFT,1362.71134951
University,BIKETHEFT,15041.0785904
University,BREAKENTER,8876.4718627
University,HOMICIDE,29.75317002
University,ROBBERY,3203.0201036
University,SHOOTING,44.50709058
University,THEFTFROMMV,9166.4217769
University,THEFTOVER,1301.5571442
Victoria Village,ASSAULT,7436.7835693
Victoria Village,AUTOTHEFT,1551.16858285
Victoria Village,BIKETHEFT,149.777084609
Victoria Village,BREAKENTER,2311.811737
Victoria Village,HOMICIDE,26.395823479
Victoria Village,ROBBERY,789.74413682
Victoria Village,SHOOTING,247.442594049
Victoria Village,THEFTFROMMV,2888.3357305
Victoria Village,THEFTOVER,332.37361336
Wellington Place,ASSAULT,26309.204834
Wellington Place,AUTOTHEFT,2170.0278778
Wellington Place,BIKETHEFT,7342.0815455
Wellington Place,BREAKENTER,7273.0423279
Wellington Place,HOMICIDE,55.021684886
Wellington Place,ROBBERY,2444.18669135
Wellington Place,SHOOTING,344.88843537
Wellington Place,THEFTFROMMV,7031.6138153
Wellington Place,THEFTOVER,1256.4742736
West Hill,ASSAULT,17703.579835
West Hill,AUTOTHEFT,1924.99499127
West Hill,BIKETHEFT,678.66563105
West Hill,BREAKENTER,3265.8800661
West Hill,HOMICIDE,44.921942948
West Hill,ROBBERY,2667.3493348
West Hill,SHOOTING,242.182304153
West Hill,THEFTFROMMV,4482.9363214
West Hill,THEFTOVER,387.39950656999997
West Humber-Clairville,ASSAULT,10962.4063111
West Humber-Clairville,AUTOTHEFT,18080.25171
West Humber-Clairville,BIKETHEFT,382.24146344
West Humber-Clairville,BREAKENTER,5318.4941102
West Humber-Clairville,HOMICIDE,49.96855545
West Humber-Clairville,ROBBERY,3122.2380983
West Humber-Clairville,SHOOTING,299.99013997
West Humber-Clairville,THEFTFROMMV,12908.4568696
West Humber-Clairville,THEFTOVER,2176.4288864
West Queen West,ASSAULT,9578.976135500001
West Queen West,AUTOTHEFT,916.75638195
West Queen West,BIKETHEFT,4588.2174566
West Queen West,BREAKENTER,3377.4548798
West Queen West,HOMICIDE,24.186896801
West Queen West,ROBBERY,817.80043408
West Queen West,SHOOTING,73.756118773
West Queen West,THEFTFROMMV,4534.7568811
West Queen West,THEFTOVER,457.84238053
West Rouge,ASSAULT,4050.1218566
West Rouge,AUTOTHEFT,1914.24498743
West Rouge,BIKETHEFT,428.45984717
West Rouge,BREAKENTER,1647.76610568
West Rouge,HOMICIDE,16.552481174
West Rouge,ROBBERY,873.71188548
West Rouge,SHOOTING,111.116319657
West Rouge,THEFTFROMMV,2730.6285083000002
West Rouge,THEFTOVER,207.637982364
Westminster-Branson,ASSAULT,4571.9704589
Westminster-Branson,AUTOTHEFT,2034.9955138999999
Westminster-Branson,BIKETHEFT,466.99517406
Westminster-Branson,BREAKENTER,1722.9627113
Westminster-Branson,HOMICIDE,0
Westminster-Branson,ROBBERY,513.39673615
Westminster-Branson,SHOOTING,32.616605282
Westminster-Branson,THEFTFROMMV,3096.4148572
Westminster-Branson,THEFTOVER,256.33333397
Weston,ASSAULT,12025.912659399999
Weston,AUTOTHEFT,3822.1913299
Weston,BIKETHEFT,518.13129393
Weston,BREAKENTER,2936.5105437
Weston,HOMICIDE,81.140958779
Weston,ROBBERY,2228.550293
Weston,SHOOTING,433.44457053
Weston,THEFTFROMMV,4773.0153275
Weston,THEFTOVER,336.32186509
Weston-Pelham Park,ASSAULT,9069.2266235
Weston-Pelham Park,AUTOTHEFT,1645.38402561
Weston-Pelham Park,BIKETHEFT,624.14050487
Weston-Pelham Park,BREAKENTER,2114.05235291
Weston-Pelham Park,HOMICIDE,47.799770355
Weston-Pelham Park,ROBBERY,1006.6883088
Weston-Pelham Park,SHOOTING,291.46193027100003
Weston-Pelham Park,THEFTFROMMV,2065.8577826
Weston-Pelham Park,THEFTOVER,312.976400375
Wexford/Maryvale,ASSAULT,9335.2598876
Wexford/Maryvale,AUTOTHEFT,4043.2698517
Wexford/Maryvale,BIKETHEFT,500.80594776
Wexford/Maryvale,BREAKENTER,3857.3761749
Wexford/Maryvale,HOMICIDE,40.002574445
Wexford/Maryvale,ROBBERY,1507.60838313
Wexford/Maryvale,SHOOTING,177.57052135
Wexford/Maryvale,THEFTFROMMV,5267.4967622
Wexford/Maryvale,THEFTOVER,670.11810301
Willowdale West,ASSAULT,6157.3148195
Willowdale West,AUTOTHEFT,1685.33205029
Willowdale West,BIKETHEFT,1075.80149
Willowdale West,BREAKENTER,1805.17082995
Willowdale West,HOMICIDE,6.660591125
Willowdale West,ROBBERY,1293.449915003
Willowdale West,SHOOTING,19.902454849
Willowdale West,THEFTFROMMV,2881.90680063
Willowdale West,THEFTOVER,456.77251434000004
Willowridge-Martingrove-Richview,ASSAULT,4738.8430022
Willowridge-Martingrove-Richview,AUTOTHEFT,3201.1371459
Willowridge-Martingrove-Richview,BIKETHEFT,201.145662016
Willowridge-Martingrove-Richview,BREAKENTER,1911.07512659
Willowridge-Martingrove-Richview,HOMICIDE,31.637485027
Willowridge-Martingrove-Richview,ROBBERY,1150.11670677
Willowridge-Martingrove-Richview,SHOOTING,199.889467241
Willowridge-Martingrove-Richview,THEFTFROMMV,3164.5629375999997
Willowridge-Martingrove-Richview,THEFTOVER,195.5343733
Woburn North,ASSAULT,8021.3826905000005
Woburn North,AUTOTHEFT,2135.60789497
Woburn North,BIKETHEFT,237.026858557
Woburn North,BREAKENTER,2194.21156323
Woburn North,HOMICIDE,26.665081264
Woburn North,ROBBERY,1360.6218489999999
Woburn North,SHOOTING,161.293188577
Woburn North,THEFTFROMMV,3477.5957788
Woburn North,THEFTOVER,422.81894875
Woodbine Corridor,ASSAULT,7708.6897584
Woodbine Corridor,AUTOTHEFT,1096.4855079
Woodbine Corridor,BIKETHEFT,1609.79132563
Woodbine Corridor,BREAKENTER,2693.1809234
Woodbine Corridor,HOMICIDE,52.372938156000004
Woodbine Corridor,ROBBERY,1087.5093650000001
Woodbine Corridor,SHOOTING,60.782927508
Woodbine Corridor,THEFTFROMMV,3830.0509284
Woodbine Corridor,THEFTOVER,329.38406087
Woodbine-Lumsden,ASSAULT,4972.6455688999995
Woodbine-Lumsden,AUTOTHEFT,954.89402862
Woodbine-Lumsden,BIKETHEFT,622.29153511
Woodbine-Lumsden,BREAKENTER,1897.1896361899999
Woodbine-Lumsden,HOMICIDE,53.0366354
Woodbine-Lumsden,ROBBERY,570.0174427
Woodbine-Lumsden,SHOOTING,39.80638599
Woodbine-Lumsden,THEFTFROMMV,4029.1547401
Woodbine-Lumsden,THEFTOVER,331.47878932
Wychwood,ASSAULT,5854.7985229
Wychwood,AUTOTHEFT,1441.39756769
Wychwood,BIKETHEFT,1643.55138936
Wychwood,BREAKENTER,2854.0918121
Wychwood,HOMICIDE,15.970988274
Wychwood,ROBBERY,1157.29134371
Wychwood,SHOOTING,103.323287966
Wychwood,THEFTFROMMV,2175.36620254
Wychwood,THEFTOVER,226.70570613
Yonge-Bay Corridor,ASSAULT,44360.567384
Yonge-Bay Corridor,AUTOTHEFT,2073.6133958
Yonge-Bay Corridor,BIKETHEFT,18611.000358
Yonge-Bay Corridor,BREAKENTER,9585.2103885
Yonge-Bay Corridor,HOMICIDE,81.292626854
Yonge-Bay Corridor,ROBBERY,5979.2206725
Yonge-Bay Corridor,SHOOTING,179.79461099099998
Yonge-Bay Corridor,THEFTFROMMV,9506.2713964
Yonge-Bay Corridor,THEFTOVER,3539.9114378
Yonge-Doris,ASSAULT,4361.8674315
Yonge-Doris,AUTOTHEFT,1220.2986908
Yonge-Doris,BIKETHEFT,893.21998855
Yonge-Doris,BREAKENTER,794.15021514
Yonge-Doris,HOMICIDE,5.304037094
Yonge-Doris,ROBBERY,896.88685415
Yonge-Doris,SHOOTING,0
Yonge-Doris,THEFTFROMMV,2952.25628765
Yonge-Doris,THEFTOVER,504.43302726
Yonge-Eglinton,ASSAULT,6800.6093751
Yonge-Eglinton,AUTOTHEFT,1400.86834916
Yonge-Eglinton,BIKETHEFT,1631.38952845
Yonge-Eglinton,BREAKENTER,2644.1580659
Yonge-Eglinton,HOMICIDE,26.487275123
Yonge-Eglinton,ROBBERY,1050.89978597
Yonge-Eglinton,SHOOTING,33.687314986
Yonge-Eglinton,THEFTFROMMV,2194.97792561
Yonge-Eglinton,THEFTOVER,523.22367568
Yonge-St.Clair,ASSAULT,2680.5976029
Yonge-St.Clair,AUTOTHEFT,986.0423689
Yonge-St.Clair,BIKETHEFT,1379.30747612
Yonge-St.Clair,BREAKENTER,2202.07376092
Yonge-St.Clair,HOMICIDE,0
Yonge-St.Clair,ROBBERY,281.433625208
Yonge-St.Clair,SHOOTING,8.813110351999999
Yonge-St.Clair,THEFTFROMMV,1334.99224438
Yonge-St.Clair,THEFTOVER,284.429166804
York University Heights,ASSAULT,15113.9072261
York University Heights,AUTOTHEFT,6610.4826355
York University Heights,BIKETHEFT,1153.05512959
York University Heights,BREAKENTER,5513.8247681
York University Heights,HOMICIDE,66.183336732
York University Heights,ROBBERY,3117.200882
York University Heights,SHOOTING,339.114729641
York University Heights,THEFTFROMMV,7698.3911314
York University Heights,THEFTOVER,1736.7802582
Yorkdale-Glen Park,ASSAULT,12317.6693737
Yorkdale-Glen Park,AUTOTHEFT,6604.8374333
Yorkdale-Glen Park,BIKETHEFT,1313.84609379
Yorkdale-Glen Park,BREAKENTER,5385.4013978
Yorkdale-Glen Park,HOMICIDE,75.036658768
Yorkdale-Glen Park,ROBBERY,2594.4326017
Yorkdale-Glen Park,SHOOTING,521.548406582
Yorkdale-Glen Park,THEFTFROMMV,7282.7463475
Yorkdale-Glen Park,THEFTOVER,1909.6461487000001
